报告日,流动资产,货币资金,结算备付金,拆出资金,交易性金融资产,买入返售金融资产,衍生金融资产,应收票据及应收账款,应收票据,应收账款,应收款项融资,预付款项,应收股利,应收利息,应收保费,应收分保账款,应收分保合同准备金,应收出口退税,应收补贴款,应收保证金,内部应收款,其他应收款,其他应收款(合计),存货,划分为持有待售的资产,待摊费用,待处理流动资产损益,一年内到期的非流动资产,其他流动资产,流动资产合计,非流动资产,发放贷款及垫款,债权投资,其他债权投资,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,可供出售金融资产,长期股权投资,投资性房地产,长期应收款,其他权益工具投资,其他非流动金融资产,其他长期投资,固定资产原值,累计折旧,固定资产净值,固定资产减值准备,在建工程合计,在建工程,工程物资,固定资产净额,固定资产清理,固定资产及清理合计,生产性生物资产,公益性生物资产,油气资产,合同资产,使用权资产,无形资产,开发支出,商誉,长期待摊费用,股权分置流通权,递延所得税资产,其他非流动资产,非流动资产合计,资产总计,流动负债,短期借款,向中央银行借款,吸收存款及同业存放,拆入资金,交易性金融负债,衍生金融负债,应付票据及应付账款,应付票据,应付账款,预收款项,合同负债,卖出回购金融资产款,应付手续费及佣金,应付职工薪酬,应交税费,应付利息,应付股利,应付保证金,内部应付款,其他应付款,其他应付款合计,其他应交款,担保责任赔偿准备金,应付分保账款,保险合同准备金,代理买卖证券款,代理承销证券款,国际票证结算,国内票证结算,预提费用,预计流动负债,应付短期债券,划分为持有待售的负债,一年内的递延收益,一年内到期的非流动负债,其他流动负债,流动负债合计,非流动负债,长期借款,应付债券,应付债券：优先股,应付债券：永续债,租赁负债,长期应付职工薪酬,长期应付款,长期应付款合计,专项应付款,预计非流动负债,长期递延收益,递延所得税负债,其他非流动负债,非流动负债合计,负债合计,所有者权益,实收资本(或股本),其他权益工具,优先股,永续债,资本公积,减:库存股,其他综合收益,专项储备,盈余公积,一般风险准备,未确定的投资损失,未分配利润,拟分配现金股利,外币报表折算差额,归属于母公司股东权益合计,少数股东权益,所有者权益(或股东权益)合计,负债和所有者权益(或股东权益)总计,数据源,是否审计,公告日期,币种,类型,更新日期
20230930,,16674461050.61,,,714701677.18,,,69919303.13,,69919303.13,1641927221.94,182970049.15,,,,,,,,,,,161544175.02,6443609531.05,,,,,138606664.16,26028285888.05,,,,,,,,10252431.8,47541712.04,,61861300.94,,,,,,,3232341722.77,,,,,3281309747.06,,,,546215.81,21766880.71,1121288641.64,,561364385.01,43927982.54,,549867392.28,5834000.0,8937356196.79,34965642084.84,,0.0,,,,,,2641957349.54,651730000.0,1990227349.54,,3315119200.42,,,803208846.38,1209240467.45,,,,,,3030133666.08,,,,,,,,,,,,,,29209387.52,1778095703.03,12806964620.42,,174253006.94,,,,11061561.34,,,,,,101044927.56,282776407.66,,569135903.5,13376100523.92,,528600000.0,,,,6224747667.1,,-7321160.25,,269402260.27,,,13724434180.53,,,20739862947.65,849678613.27,21589541560.92,34965642084.84,定期报告,未审计,20231028,CNY,合并期末,2023-10-27T16:10:03
20230630,,16852310217.36,,,1790678478.17,,,101188559.18,,101188559.18,835279520.98,98003390.46,,,,,,,,,,65401034.51,65401034.51,6175047719.12,,,,,106351403.36,26024806538.95,,,,,,,,10200382.24,48535817.21,,60753939.28,,,5160464726.69,2238141138.94,2922323587.75,4996017.21,3007948340.56,3007948340.56,,2917327570.54,,2917327570.54,,,,546215.81,25290923.22,1118011558.93,,561364385.01,45675216.78,,559368861.45,5834000.0,8360310995.22,34385117534.17,,0.0,,,,,,2069449204.46,212480000.0,1856969204.46,,3025229971.79,,,876644424.31,1032068219.1,,1585800000.0,,,2941736360.1,4527536360.1,,,,,,,,,,,,,,9907322.54,1667679631.26,13208515133.56,,179053388.89,,,,13441957.1,,,,,,100910143.95,293098621.11,,586504111.05,13795019244.61,,528600000.0,,,,6224747667.1,,658883.79,,269402260.27,,,12691273674.05,,,19714682485.21,875415804.35,20590098289.56,34385117534.17,定期报告,未审计,20230831,CNY,合并期末,2023-08-30T18:35:06
20230331,,16091732551.77,,,1966547565.4,,,80318902.48,,80318902.48,3562319154.21,121447763.66,,,,,,,,,,,130475733.84,6052804736.17,,,,,112736624.71,28119185622.08,,,,,,,,9873184.12,13174022.83,,59175631.2,,,,,,,2723836904.68,,,,,2997444991.2,,,,802589.84,28926547.19,1099474833.03,,561364385.01,51917985.29,,648805808.21,1434000.0,8195428292.76,36314613914.84,,6666621.85,,,,,,2757709027.77,738520000.0,2019189027.77,,4745070195.42,,,906388708.37,1290597847.48,,,,,,3171080476.38,,,,,,,,,,,,,,41889105.49,1973107310.7,14892509293.46,,100001036.52,,,,16308716.88,,,,,,102840229.08,291296893.31,,510446875.79,15402956169.25,,528600000.0,,,,6224747667.1,,-18462048.7,,269402260.27,,,13067303476.06,,,20071591354.73,840066390.86,20911657745.59,36314613914.84,定期报告,未审计,20230429,CNY,合并期末,2023-04-28T20:20:12
20221231,,13772561141.3,,,1782687769.66,,,62688668.94,,62688668.94,217419441.32,233995661.69,,,,,,,,,,73337415.74,73337415.74,6058106090.88,,,,,125568725.51,22328220103.19,,,,,,,,10154235.98,13396881.96,,56447789.94,,,4880320331.53,2133390916.52,2746929415.01,5084828.71,2454703251.44,2454703251.44,,2741844586.3,,2741844586.3,,,,1855188.15,32562171.1,1108125157.05,,561364385.01,51012977.31,,425120227.37,6870532.0,7461602195.46,29789822298.65,,83232176.31,,,,,,2749803559.15,695740000.0,2054063559.15,,826636478.35,,,795138305.63,1205028130.02,,,,,3261763838.8,3261763838.8,,,,,,,,,,,,,,42237345.11,1044664441.58,10008504274.95,,44944737.91,,,,18631395.93,,,,,,103714978.95,281173154.7,,448464267.49,10456968542.44,,528600000.0,,,,6224747667.1,,408739.61,,269402260.27,,,11497599306.54,,,18520757973.52,812095782.69,19332853756.21,29789822298.65,定期报告,是,20240427,CNY,合并期末,2023-04-28T20:20:12
20220930,,17034246172.96,,,200176921.61,,,61078319.28,,61078319.28,1412330145.53,131437463.55,,,,,,,,,,,118259178.69,5165801817.67,,,,,167671584.22,24294922487.93,,,,,,,,9359147.66,13619741.09,,57873426.31,,,,,,,2067821794.84,,,,,2167040215.13,,,,3920884.42,36197795.02,1101079327.44,,561364385.01,54984652.31,,442672311.51,1516800.0,6513529596.32,30808452084.25,,30029027.77,,,,,,1372079945.31,38600000.0,1333479945.31,,3763129954.0,,,717463382.24,1137448938.87,,,,,,2874549852.23,,,,,,,,,,,,,,43881135.15,1678580358.74,11617162594.31,,83849870.66,,,,20223825.38,,,,,,98861681.24,183833592.73,,386768970.01,12003931564.32,,528600000.0,,,,6224747667.1,,-3963591.1,,269402260.27,,,10977144259.15,,,17995930595.42,808589924.51,18804520519.93,30808452084.25,定期报告,未审计,20221031,CNY,合并期末,2022-10-30T15:45:09
20220630,,16676787455.55,,,203857213.38,,,78132814.03,,78132814.03,693605704.99,113655027.34,,,,,,,,,,87093186.66,87093186.66,5012115960.55,,,,,99086620.18,22964333982.68,,,,,,,,9356675.3,13842600.22,,56568724.15,,,4180688808.51,2001169390.01,2179519418.5,4931600.58,1579733041.46,1579733041.46,,2174587817.92,,2174587817.92,,,,,36636790.82,1110395361.76,,561364385.01,60534816.82,,436908744.55,2044800.0,6041973758.01,29006307740.69,,30029027.77,,,,,,1247491344.26,81620172.86,1165871171.4,,3427741695.67,,,735994193.5,927603919.56,,,,,2512044376.53,2512044376.53,,,,,,,,,,,,,,42650446.2,1628990911.86,10552545915.35,,79874917.22,,,,21151463.3,,,,,,100322613.54,187680514.07,,389029508.13,10941575423.48,,528600000.0,,,,6224747667.1,,-898924.02,,269402260.27,,,10273276078.21,,,17295127081.56,769605235.65,18064732317.21,29006307740.69,定期报告,未审计,20220831,CNY,合并期末,2022-08-30T18:15:04
20220331,,16876655174.26,,,228543935.51,,,91918172.94,,91918172.94,3086912987.65,86784160.41,,,,,,,,,,,77019377.19,4732242212.53,,,,,116602343.55,25296678364.04,,,,,,,,5367959.65,14065459.35,,56489859.39,,,,,,,1400674420.54,,,,,1921129511.33,,,,,40282009.91,1053672071.49,,561364385.01,48144280.66,,422635854.55,2014200.0,5525840011.88,30822518375.92,,50058513.9,,,,,,1050376124.24,68170172.86,982205951.38,,4692470945.47,,,735558987.84,1171014951.12,,,,,,2620861560.0,,,,,,,,,,,,,,12271054.11,1624780461.09,11957392597.77,,172383686.7,,,,27709951.13,,,,,,102803640.71,187416170.01,,490313448.55,12447706046.32,,528600000.0,,,,6224747667.1,,-13035250.93,,269402260.27,,,10616100206.29,,,17625814882.73,748997446.87,18374812329.6,30822518375.92,定期报告,未审计,20220430,CNY,合并期末,2022-04-29T18:15:04
20211231,,11924922771.76,,,2661103876.68,,,89005804.17,,89005804.17,545204103.42,156570970.99,,,,,,,,,,71753212.24,71753212.24,4663456672.3,,,,,178222222.56,20290239634.12,,,,,,,,5312600.78,4075801.06,,54542418.5,,,3898945516.99,1909911121.6,1989034395.39,4970419.52,1064134904.21,1064134904.21,,1984063975.87,,1984063975.87,,,,0.0,43927228.97,1063468842.61,,561364385.01,55908338.03,,283828000.24,7220318.4,5127846813.68,25418086447.8,,30035138.89,,,,,,1147551658.05,127114336.16,1020437321.89,,1825447705.85,,,709671787.74,873270986.71,,,,,2280937078.12,2280937078.12,,,,,,,,,,,,,,13190399.32,799522562.6,7679627317.28,,172356255.83,,,,28107223.18,,,,,,91101512.05,194033257.93,,485598248.99,8165225566.27,,528600000.0,,,,6224747667.1,,-2735058.19,,269402260.27,,,9517374574.46,,,16537389443.64,715471437.89,17252860881.53,25418086447.8,定期报告,是,20230429,CNY,合并期末,2022-04-29T18:15:04
20210930,,13875436474.05,,,215308026.65,,,39089927.66,,39089927.66,1734068755.94,200566434.11,,,,,,,,,,,49668257.16,4288706536.45,,,,,105363247.68,20508207659.7,,,,,,,,5059284.53,4155086.68,,55435209.7,,,,,,,632355876.24,,,,,1809287766.0,,,,,46570414.12,1066136943.29,,561364385.01,58799375.56,,147840011.47,2015800.0,4389020152.6,24897227812.3,,92255166.33,,,,,,665600198.09,90004336.16,575595861.93,,2792760736.48,,,483014198.13,734499523.61,,,,,,1903171249.45,,,,,,,,,,,,,,,826619080.89,7497920152.98,,155144437.5,,,,43371048.45,,,,,,94231513.22,195666409.76,,488413408.93,7986333561.91,,528600000.0,,,,6224747667.1,,713930.35,,256902260.27,,,9200912548.95,,,16211876406.67,699017843.72,16910894250.39,24897227812.3,定期报告,未审计,20211030,CNY,合并期末,2021-10-29T16:50:08
20210630,,12144304489.85,,,209115157.91,,,65349125.9,,65349125.9,2003302090.64,113375594.34,,,,,,,,,,86173732.22,86173732.22,3969932350.43,,,,,56469996.22,18648022537.51,,,,,,,,4975862.87,4234372.3,,54910856.74,,,3655315888.78,1820969506.09,1834346382.69,4794398.6,425876594.64,425876594.64,,1829551984.09,,1829551984.09,,,,,50181080.29,1023016905.08,,538969677.36,65781236.57,,126821441.54,2007300.0,4126327311.48,22774349848.99,,72231000.0,,,,,,486968592.62,17730000.0,469238592.62,,2213592055.02,,,362172696.63,549835380.19,,,,,1794127565.68,1794127565.68,,,,,,,,,,,,,,,675219788.39,6154147078.53,,150125972.22,,,,47677911.46,,,,,,95344263.32,159346410.21,,452494557.21,6606641635.74,,528600000.0,,,,6224747667.1,,477971.52,,256902260.27,,,8610783989.67,,,15621511888.56,546196324.69,16167708213.25,22774349848.99,定期报告,未审计,20210828,CNY,合并期末,2021-08-27T20:45:03
20210331,,6427021064.83,,,202514356.85,,,71406346.21,,71406346.21,3329851671.96,77019438.61,,,,,,,,,,,113430726.22,3819542938.37,,,,,56395341.58,14097181884.63,,,,,,,,4923279.26,4313657.92,,53848697.8,,,,,,,349603350.04,,,,,1880976570.66,,,,,53791746.39,982198884.84,,538969677.36,73303700.26,,127177551.57,2162824.14,4071269940.24,18168451824.87,,143234200.01,,,,,,542714392.36,17804535.6,524909856.76,,1943501535.46,,,427073034.41,535526182.48,,,,,,2142638432.7,,,,,,,,,,,,,,,651495896.67,6386183674.09,,110117638.89,,,,51478025.46,,,,,,74792075.86,164531200.73,,400918940.94,6787102615.03,,503600000.0,,,,1295405592.25,,,,256902260.27,,,8801850524.88,,,10857758377.4,523590832.44,11381349209.84,18168451824.87,定期报告,未审计,20210430,CNY,合并期末,2021-04-29T21:15:03
20201231,,5971212569.66,,,203877915.51,,,67933735.91,0.0,67933735.91,1673510794.51,55575543.21,,0.0,,,,,,,,33451121.48,33451121.48,3416880808.96,,,,,97412681.26,11519855170.5,,,,,,,,4915575.83,4392943.54,,0.0,,,3513121770.26,1710263959.36,1802857810.9,5068539.28,279169201.6,279169201.6,,1797789271.62,,1797789271.62,,,,,0.0,934711977.79,,478283495.29,64591933.65,,96972421.95,5943717.02,3666770538.29,15186625708.79,,70665500.0,,,,,,645821097.46,140614535.6,505206561.86,0.0,1206573886.26,,,498129114.76,349142692.1,,,,,1396599161.14,1396599161.14,,,,,,,,,,,,,,0.0,320792383.03,4487723834.75,,60117638.89,,,,0.0,,,,,,75111997.53,114821451.24,,250051087.66,4737774922.41,,503600000.0,,,,1295405592.25,,0.0,,256902260.27,,,7987380161.21,,,10043288013.73,405562772.65,10448850786.38,15186625708.79,定期报告,是,20220430,CNY,合并期末,2021-04-29T21:15:03
20200930,,6293975367.62,,,231879146.44,,,1756894627.36,1711528281.95,45366345.41,,121190007.83,,8744042.43,,,,,,,,,39475707.94,2954002324.75,,,,,87912663.81,11485329845.75,,,,,,,,4601354.63,4472229.16,,,,,,,,,285451235.87,,,,,1659795843.32,,,,,,898381389.54,,478283495.29,57135831.45,,108580105.76,574026.0,3497275511.02,14982605356.77,,70325500.0,,,,,,780233640.81,338710000.0,441523640.81,0.0,847011253.43,,,330730138.08,656605964.86,,7733888.61,,,,1707847647.25,,,,,,,,,,,,,,,267972091.29,4660726235.72,,,,,,,,,,,,73542181.5,114809029.38,,188351210.88,4849077446.6,,503600000.0,,,,1295405592.25,,,,256902260.27,,,7670484915.98,,,9726392768.5,407135141.67,10133527910.17,14982605356.77,定期报告,未审计,20201029,CNY,合并期末,2020-10-28T17:55:04
20200630,,7418187475.71,,,230264936.41,,,1080707071.62,1036114364.1,44592707.52,,93705156.53,,10600806.32,,,,,,,,25871628.1,36472434.42,2920772885.04,,,,,103093691.95,11883203651.68,,,,,,,,4624650.9,4551514.78,,,,,3263231132.39,1629580648.54,1633650483.85,4382116.86,258954824.33,258954824.33,,1629268366.99,,1629268366.99,,,,,,890598069.49,,478283495.29,57681212.58,,121949134.77,574026.0,3446485295.13,15329688946.81,,50094500.0,,,,,,1406940096.3,1020583475.29,386356621.01,0.0,727347929.08,,,298227276.86,476872467.49,,755400000.0,,,1435446597.94,2190846597.94,,,,,,,,,,,,,,,306044574.61,5456373442.28,,,,,,,,,,,,74384425.08,115734840.78,,190119265.86,5646492708.14,,503600000.0,,,,1295405592.25,,,,256902260.27,,,7157740516.28,,,9213648368.8,469547869.87,9683196238.67,15329688946.81,定期报告,未审计,20200829,CNY,合并期末,2020-08-28T17:25:02
20200331,,7034009978.49,,,233070455.11,,,1611663464.56,1571372682.4,40290782.16,,138733478.63,,2825141.55,,,,,,,,,68479612.33,2859622756.16,,,,,86137117.02,12031716862.3,,,,,,,,4669227.37,4630800.4,,,,,,,,,191417719.89,,,,,1674133870.13,,,,,,848029559.05,,478283495.29,63670348.57,,95670998.36,574026.0,3361080045.06,15392796907.36,,,,,,,,1149754499.07,738211591.13,411542907.94,1533322540.4,,,,384224877.75,373051940.07,,,,,,1391162229.54,,,,,,,,,,,,,,,306024896.56,5137540983.39,,,,,,,,,,,,73488752.68,118680936.22,,192169688.9,5329710672.29,,503600000.0,,,,1295405592.25,,,,256902260.27,,,7524992355.61,,,9580900208.13,482186026.94,10063086235.07,15392796907.36,定期报告,未审计,20200427,CNY,合并期末,2020-04-26T16:50:03
