科目,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
购建固定资产、无形资产等支付的现金,38372663.91,62774639.29,91785211.38,37320249.82,184959935.12,257484908.6,269275143.9,482308892.02,300924982.86,176905223.23,106607577.89,66750577.79,94777153.54,161257096.12,195822132.58,156277238.19,825576632.31,485035030.78,637684605.31,1194271115.52
投资支付的现金,1230000.0,,,,,,,,,4301000.0,43000000.0,362500000.0,377270000.0,1341453372.79,5763200000.0,16033570000.0,43425000000.0,37558000000.0,43929300000.0,41679805048.33
取得子公司收到/支付的现金净额,,,,,-420328.93,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,,,,,,,720000.0,25968.0,,,,,1963400.0,3536344.55,,,10240.5,,,
投资活动现金流出小计,39602663.91,62774639.29,91785211.38,37320249.82,184959935.12,257484908.6,269995143.9,482334860.02,300924982.86,181206223.23,149607577.89,429250577.79,474010553.54,1506246813.46,5959022132.58,16189847238.19,44250586872.81,38043035030.78,44566984605.31,42874076163.85
投资活动产生的现金流量净额,-39398739.4,-61412051.43,-91683732.84,-37151118.92,-185218321.65,-255694205.69,-269990830.8,-481863707.92,-297823727.36,-180796071.03,-139011204.02,-304953914.8,-396465968.75,28167033.51,-739801027.06,-4836538611.75,-2893501581.56,-10219984007.31,-3928757792.5,2200583613.08
吸收投资收到的现金,,,,,2000000.0,,5920000.0,,1803155.11,5470000.0,,,,109510400.0,,,,,,
取得借款收到的现金,,,,,,,,,,203000000.0,,,,,,,,,,
收到其他与筹资活动有关的现金,,,,,,,,,,1404489.26,,,,10000000.0,,,,,,
筹资活动现金流入小计,,,,,2000000.0,,5920000.0,,1803155.11,209874489.26,,,,119510400.0,,,,,,
偿还债务支付的现金,1000000.0,,,,,,,,,203000000.0,,,,,,,,,,
分配股利、利润或偿付利息支付的现金,102527228.72,227542201.85,127937848.87,245733542.68,253706153.6,401796254.0,269696787.44,730476552.43,313249783.83,1327044.45,305079283.74,507087438.8,560772577.6,641230530.89,789852452.71,174302053.2,2196465521.59,4032371231.36,5349153635.82,7392983185.32
支付其他与筹资活动有关的现金,2200000.0,,,,4323352.08,,71030000.0,,,,,,212612410.73,325337737.4,579549623.87,8889170.58,11237474.46,399242069.51,384463635.06,369456294.26
筹资活动现金流出小计,105727228.72,227542201.85,127937848.87,245733542.68,258029505.68,401796254.0,340726787.44,730476552.43,313249783.83,204327044.45,305079283.74,507087438.8,773384988.33,966568268.29,1369402076.58,183191223.78,2207702996.05,4431613300.87,5733617270.88,7762439479.58
筹资活动产生的现金流量净额,-105727228.72,-227542201.85,-127937848.87,-245733542.68,-256029505.68,-401796254.0,-334806787.44,-730476552.43,-311446628.72,5547444.81,-305079283.74,-507087438.8,-773384988.33,-847057868.29,-1369402076.58,-183191223.78,-2207702996.05,-4431613300.87,-5733617270.88,-7762439479.58
汇率变动对现金及现金等价物的影响,,,,,,,,,,,,,,89507.06,-1204316.68,-417930.4,59305.88,40698.57,36542.51,-75039.32
现金及现金等价物净增加额,245467160.55,-213450193.41,370082848.84,165486362.94,373519232.74,939256608.16,434407378.83,-1518267964.37,-193009006.51,252583935.4,141831513.84,84410647.72,-214149097.33,2257749756.3,-100587016.52,2624957312.04,5209058705.71,-7426473149.22,2509984816.34,3451588916.33
期初现金及现金等价物余额,139996358.64,385463519.19,,,,,,,936497792.92,743488786.41,996072721.81,1137904235.65,1418361652.3,1204212554.97,3467789537.97,3367202521.45,5992159833.49,11201218539.2,3774745389.98,6284730206.32
期末现金及现金等价物余额,385463519.19,172013325.78,542096174.62,707582537.56,,,,,743488786.41,996072721.81,1137904235.65,1222314883.37,1204212554.97,3461962311.27,3367202521.45,5992159833.49,11201218539.2,3774745389.98,6284730206.32,9736319122.65
